"","X.1","X","title","artist","top.genre","added","bpm","nrgy","dnce","dB","live","val","dur","acous","spch","pop","country"
"631",631,631,"Santa Claus Is Coming To Town","The Jackson 5","adult standards","1969-12-31",147,76,69,-5,18,96,144,42,3,85,"usa"
"632",632,632,"It's Beginning to Look a Lot like Christmas","Michael Bubl�","adult standards","1969-12-31",93,22,33,-11,34,36,207,88,3,84,"usa"
"633",633,633,"I Saw Mommy Kissing Santa Claus","The Jackson 5","adult standards","1969-12-31",129,71,58,-8,82,61,181,26,5,84,"usa"
"634",634,634,"Joy To The World","Nat King Cole","adult standards","1969-12-31",102,34,55,-10,11,66,85,82,3,84,"usa"
"635",635,635,"Do You Hear What I Hear? - Remastered 2006","Bing Crosby","adult standards","1969-12-31",102,25,57,-15,20,41,166,81,3,84,"usa"
"636",636,636,"Carol of the Bells","Mykola Dmytrovych Leontovych","post-romantic era","1969-12-31",47,11,42,-23,18,80,85,99,4,84,"usa"
"637",637,637,"A Holly Jolly Christmas - Single Version","Burl Ives","adult standards","1969-12-31",140,37,67,-13,10,86,133,59,3,83,"usa"
"638",638,638,"Winter Wonderland - Remastered 2006","Bing Crosby","adult standards","1969-12-31",127,23,59,-14,12,54,144,83,5,83,"usa"
"639",639,639,"Little Saint Nick - 1991 Remix","The Beach Boys","baroque pop","1969-12-31",131,55,60,-9,5,97,119,11,3,83,"usa"
"640",640,640,"Holly Jolly Christmas","Michael Bubl�","adult standards","1969-12-31",151,43,61,-9,9,74,122,86,4,82,"usa"
"641",641,641,"Christmas (Baby Please Come Home)","Darlene Love","adult standards","1969-12-31",126,76,34,-7,8,36,166,39,5,82,"usa"
"642",642,642,"Mele Kalikimaka (Merry Christmas)","Bing Crosby","adult standards","1969-12-31",202,22,50,-12,28,62,175,65,9,82,"usa"
"643",643,643,"Mistletoe And Holly - Remastered 1999","Frank Sinatra","adult standards","1969-12-31",110,10,61,-14,8,34,136,80,4,81,"usa"
"644",644,644,"Baby, It's Cold Outside","Dean Martin","adult standards","1969-12-31",130,20,47,-16,5,54,144,88,6,79,"usa"
"645",645,645,"Have Yourself A Merry Little Christmas","Judy Garland","adult standards","1969-12-31",181,18,16,-15,26,11,162,97,4,79,"usa"
"646",646,646,"O Tannenbaum","Vince Guaraldi Trio","adult standards","1969-12-31",123,19,58,-16,13,34,309,91,4,79,"usa"
"647",647,647,"Sleigh Ride","The Ronettes","adult standards","1969-12-31",92,77,53,-7,32,85,181,40,3,77,"usa"
"648",648,648,"Santa Baby (with Henri Ren� & His Orchestra)","Eartha Kitt","adult standards","1969-12-31",84,14,70,-12,19,49,206,90,6,76,"usa"
"649",649,649,"Christmas Time Is Here - Vocal","Vince Guaraldi Trio","adult standards","1969-12-31",75,14,39,-20,10,9,166,98,3,75,"usa"
"650",650,650,"This Christmas","Donny Hathaway","chicago soul","1969-12-31",93,65,63,-9,25,68,231,29,4,59,"usa"
"651",651,651,"Dance Monkey","Tones and I","australian pop","1969-12-31",98,59,82,-6,15,51,209,69,9,100,"france"
"652",652,652,"ROXANNE","Arizona Zervas","pop rap","1969-12-31",117,60,62,-6,46,46,164,5,15,99,"france"
"653",653,653,"Memories","Maroon 5","pop","1969-12-31",91,32,76,-7,8,57,189,84,5,99,"france"
"654",654,654,"All I Want for Christmas Is You","Mariah Carey","dance pop","1969-12-31",150,63,34,-7,7,35,241,16,4,98,"france"
"655",655,655,"RITMO (Bad Boys For Life)","The Black Eyed Peas","dance pop","1969-12-31",105,72,72,-7,24,67,222,3,7,97,"france"
"656",656,656,"Don't Start Now","Dua Lipa","dance pop","1969-12-31",124,79,79,-5,10,68,183,1,8,97,"france"
"657",657,657,"Blinding Lights","The Weeknd","canadian contemporary r&b","1969-12-31",171,80,51,-4,9,35,202,0,6,96,"france"
"658",658,658,"Ride It","Regard","pop edm","1969-12-31",118,75,88,-4,11,88,158,18,9,95,"france"
"659",659,659,"Trampoline (with ZAYN)","SHAED","electropop","1969-12-31",127,46,62,-6,14,50,184,56,3,92,"france"
"660",660,660,"Let It Snow! Let It Snow! Let It Snow!","Dean Martin","adult standards","1969-12-31",134,24,45,-14,18,70,117,91,4,89,"france"
"661",661,661,"Se�orita","Shawn Mendes","canadian pop","1969-12-31",117,55,76,-6,8,75,191,4,3,89,"france"
"662",662,662,"Last Christmas","Wham!","new wave pop","1969-12-31",108,48,74,-12,36,95,263,19,3,85,"france"
"663",663,663,"Que Calor (feat. J Balvin & El Alfa)","Major Lazer","dance pop","1969-12-31",126,89,80,-4,29,46,170,4,7,85,"france"
"664",664,664,"Roses - Imanbek Remix","SAINt JHN","melodic rap","1969-12-31",122,72,77,-5,35,90,177,2,5,85,"france"
"665",665,665,"Popopop","Gambi","pop urbaine","1969-12-31",130,65,83,-6,14,41,156,5,31,82,"france"
"666",666,666,"Holly Jolly Christmas","Michael Bubl�","adult standards","1969-12-31",151,43,61,-9,9,74,122,86,4,82,"france"
"667",667,667,"Moulaga","Heuss L'enfoir�","french hip hop","1969-12-31",125,70,71,-5,10,48,180,33,10,79,"france"
"668",668,668,"Oui ou non","Ang�le","belgian pop","1969-12-31",200,57,65,-8,16,36,197,64,14,79,"france"
"669",669,669,"H� oh","Gambi","pop urbaine","1969-12-31",105,59,83,-5,20,54,178,7,15,79,"france"
"670",670,670,"Ne reviens pas","Gradur","french hip hop","1969-12-31",125,78,93,-3,17,93,189,21,6,78,"france"
"671",671,671,"0.4","Aya Nakamura","basshall","1969-12-31",92,69,84,-7,13,68,175,40,21,78,"france"
"672",672,672,"Woin Woin feat. RK","Larry","french hip hop","1969-12-31",130,64,90,-7,8,70,173,17,29,77,"france"
"673",673,673,"Loin de moi","Naza","francoton","1969-12-31",97,46,89,-8,6,50,144,64,24,77,"france"
"674",674,674,"Mayday (feat. Ninho)","SCH","french hip hop","1969-12-31",152,60,61,-8,9,25,210,61,36,77,"france"
"675",675,675,"Baian�","Bakermat","deep euro house","1969-12-31",122,76,50,-7,33,49,182,0,5,77,"france"
"676",676,676,"La vie qu'on m�ne","Ninho","french hip hop","1969-12-31",113,76,80,-4,11,46,193,69,4,76,"france"
"677",677,677,"B�timent","Niska","french hip hop","1969-12-31",168,70,66,-7,7,65,211,29,14,76,"france"
"678",678,678,"Un peu de haine","PLK","french hip hop","1969-12-31",134,66,77,-7,22,42,168,44,6,76,"france"
"679",679,679,"Ma belle","Moha La Squale","french hip hop","1969-12-31",82,66,74,-6,9,47,158,76,6,76,"france"
"680",680,680,"Jamais","Mister V","french hip hop","1969-12-31",150,67,64,-7,11,79,192,43,9,75,"france"
"681",681,681,"Dans l'univers","Nekfeu","french hip hop","1969-12-31",132,42,64,-10,14,20,244,33,17,75,"france"
"682",682,682,"Maman ne le sait pas (feat. Niska)","Ninho","french hip hop","1969-12-31",145,88,76,-6,12,39,203,40,19,75,"france"
"683",683,683,"Street","Maes","french hip hop","1969-12-31",148,30,66,-20,21,49,185,30,8,74,"france"
"684",684,684,"Aristocrate","Heuss L'enfoir�","french hip hop","1969-12-31",117,61,94,-6,10,63,170,27,7,74,"france"
"685",685,685,"M�chant","Niska","french hip hop","1969-12-31",98,80,53,-4,37,41,191,33,34,74,"france"
"686",686,686,"Marie","Koba LaD","french hip hop","1969-12-31",132,75,78,-6,12,68,195,12,4,74,"france"
"687",687,687,"93% [Tijuana]","GLK","francoton","1969-12-31",136,69,80,-5,18,80,223,62,6,73,"france"
"688",688,688,"Distant","Maes","french hip hop","1969-12-31",105,73,75,-6,7,49,162,56,19,72,"france"
"689",689,689,"Avant toi","Vitaa","francoton","1969-12-31",142,40,63,-9,10,25,224,88,3,72,"france"
"690",690,690,"Elle est bonne sa m�re","Vegedream","francoton","1969-12-31",105,74,79,-5,34,47,197,33,6,70,"france"
"691",691,691,"Compliqu�","Dadju","francoton","1969-12-31",75,74,70,-7,16,93,215,55,5,68,"france"
"692",692,692,"Ma vie","Dadju","francoton","1969-12-31",201,50,51,-8,16,32,209,12,8,68,"france"
"693",693,693,"Mortel","Koba LaD","french hip hop","1969-12-31",154,69,58,-6,10,66,204,15,46,67,"france"
"694",694,694,"Un million par mois","Djadja & Dinaz","french hip hop","1969-12-31",135,54,76,-6,13,72,189,66,5,67,"france"
"695",695,695,"Block","Larry","french hip hop","1969-12-31",77,74,72,-7,41,71,157,29,28,65,"france"
"696",696,696,"Petit Papa No�l","Tino Rossi","chanson","1969-12-31",105,31,33,-9,6,42,196,99,3,61,"france"
"697",697,697,"C�te Ouest","47ter","french hip hop","1969-12-31",152,59,77,-8,18,58,233,50,9,59,"france"
"698",698,698,"God Bless (feat. Damso)","Hamza","belgian hip hop","1969-12-31",83,57,86,-10,6,23,162,1,12,57,"france"
"699",699,699,"Reste","Ma�tre Gims","french hip hop","1969-12-31",100,54,75,-7,10,69,232,48,4,54,"france"
"700",700,700,"Gasolina (feat. Gambi)","Hamza","belgian hip hop","1969-12-31",130,61,95,-8,12,72,179,28,19,52,"france"
"701",701,701,"Memories","Maroon 5","pop","1969-12-31",91,32,76,-7,8,57,189,84,5,99,"india"
"702",702,702,"ROXANNE","Arizona Zervas","pop rap","1969-12-31",117,60,62,-6,46,46,164,5,15,99,"india"
"703",703,703,"Circles","Post Malone","dfw rap","1969-12-31",120,76,70,-3,9,55,215,19,4,99,"india"
"704",704,704,"Falling","Trevor Daniel","alternative r&b","1969-12-31",127,43,78,-9,9,24,159,12,4,97,"india"
"705",705,705,"Blinding Lights","The Weeknd","canadian contemporary r&b","1969-12-31",171,80,51,-4,9,35,202,0,6,96,"india"
"706",706,706,"bad guy","Billie Eilish","electropop","1969-12-31",135,43,70,-11,10,56,194,33,38,96,"india"
"707",707,707,"hot girl bummer","blackbear","pop","1969-12-31",130,56,78,-7,40,68,185,13,8,96,"india"
"708",708,708,"Heartless","The Weeknd","canadian contemporary r&b","1969-12-31",170,75,53,-6,12,20,200,1,11,94,"india"
"709",709,709,"Trampoline (with ZAYN)","SHAED","electropop","1969-12-31",127,46,62,-6,14,50,184,56,3,92,"india"
"710",710,710,"My Oh My (feat. DaBaby)","Camila Cabello","dance pop","1969-12-31",105,49,72,-6,9,38,171,2,3,91,"india"
"711",711,711,"Se�orita","Shawn Mendes","canadian pop","1969-12-31",117,55,76,-6,8,75,191,4,3,89,"india"
"712",712,712,"Believer","Imagine Dragons","modern rock","1969-12-31",125,78,78,-4,8,67,204,6,13,89,"india"
"713",713,713,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","dfw rap","1969-12-31",90,52,76,-4,7,93,158,53,6,88,"india"
"714",714,714,"On My Way","Alan Walker","electro house","1969-12-31",170,69,51,-5,30,30,194,2,10,84,"india"
"715",715,715,"Ghungroo (From ""War"")","Arijit Singh","desi pop","1969-12-31",118,73,70,-6,53,86,303,7,3,75,"india"
"716",716,716,"Tum Hi Aana (From ""Marjaavaan"")","Payal Dev","modern bollywood","1969-12-31",90,40,47,-7,15,35,249,63,2,74,"india"
"717",717,717,"Filhall","B Praak","desi pop","1969-12-31",80,66,53,-4,13,59,255,61,6,74,"india"
"718",718,718,"Makhna","Tanishk Bagchi","desi pop","1969-12-31",125,70,70,-8,16,43,183,17,4,73,"india"
"719",719,719,"Yaad Piya Ki Aane Lagi","Neha Kakkar","desi pop","1969-12-31",108,83,86,-4,11,69,257,38,5,72,"india"
"720",720,720,"Duniyaa (From ""Luka Chuppi"")","Akhil","desi pop","1969-12-31",77,66,44,-6,13,52,223,70,4,71,"india"
"721",721,721,"Pachtaoge (From ""Jaani Ve"")","Arijit Singh","desi pop","1969-12-31",170,69,52,-4,12,48,227,62,3,71,"india"
"722",722,722,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","Arijit Singh","desi pop","1969-12-31",70,40,43,-8,11,31,285,74,4,69,"india"
"723",723,723,"Pal Pal Dil Ke Paas- Title Track","Arijit Singh","desi pop","1969-12-31",124,51,56,-7,6,39,255,59,3,69,"india"
"724",724,724,"Sakhiyaan","Maninder Buttar","desi pop","1969-12-31",83,67,71,-6,20,36,179,30,4,69,"india"
"725",725,725,"Proper Patola","Badshah","desi hip hop","1969-12-31",172,82,77,-6,32,49,179,49,9,69,"india"
"726",726,726,"Bekhayali (From ""Kabir Singh"")","Sachet Tandon","desi pop","1969-12-31",172,59,31,-5,32,35,372,45,4,68,"india"
"727",727,727,"Dheeme Dheeme (From ""Pati Patni Aur Woh"")","Tony Kakkar","desi pop","1969-12-31",110,97,80,-2,35,69,177,15,4,68,"india"
"728",728,728,"8 Parche","Baani Sandhu","punjabi pop","1969-12-31",174,86,65,-2,20,73,210,16,21,68,"india"
"729",729,729,"Jai Jai Shivshankar (From ""War"")","Vishal Dadlani","desi pop","1969-12-31",129,90,83,-5,7,53,231,26,8,68,"india"
"730",730,730,"Chal Bombay","DIVINE","desi hip hop","1969-12-31",95,62,86,-7,12,51,174,4,32,68,"india"
"731",731,731,"Ik Tera","Maninder Buttar","desi pop","1969-12-31",93,71,83,-5,11,49,161,10,7,68,"india"
"732",732,732,"Vaaste","Dhvani Bhanushali","desi pop","1969-12-31",90,48,44,-6,10,32,196,45,4,68,"india"
"733",733,733,"Kalank (Title Track)","Arijit Singh","desi pop","1969-12-31",118,55,57,-8,9,44,311,52,4,68,"india"
"734",734,734,"Shaitan Ka Saala (From ""Housefull 4"")","Sohail Sen","desi pop","1969-12-31",100,77,84,-5,37,34,147,28,19,67,"india"
"735",735,735,"Naah Goriye (From ""Bala"")","B Praak","desi pop","1969-12-31",100,77,82,-2,6,72,185,46,6,67,"india"
"736",736,736,"Ek Toh Kum Zindagani (From ""Marjaavaan"")","Neha Kakkar","desi pop","1969-12-31",128,97,67,-2,6,72,190,6,9,67,"india"
"737",737,737,"Don't Be Shy Again (From ""Bala"")","Sachin-Jigar","desi pop","1969-12-31",105,91,80,-4,31,91,164,10,6,65,"india"
"738",738,738,"Mere Sohneya (From ""Kabir Singh"")","Sachet Tandon","desi pop","1969-12-31",136,64,38,-6,22,65,193,56,4,64,"india"
"739",739,739,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")","Rochak","desi pop","1969-12-31",87,38,72,-8,13,48,201,59,6,64,"india"
"740",740,740,"Chandigarh Mein","Badshah","desi hip hop","1969-12-31",100,87,81,-2,7,34,205,1,6,64,"india"
"741",741,741,"Dance Like","Harrdy Sandhu","desi pop","1969-12-31",100,82,86,-3,30,54,172,38,10,64,"india"
"742",742,742,"Sauda Khara Khara","Diljit Dosanjh","desi pop","1969-12-31",145,92,69,-3,11,88,211,9,6,63,"india"
"743",743,743,"Kaise Hua (From ""Kabir Singh"")","Vishal Mishra","desi pop","1969-12-31",138,46,39,-7,11,15,235,45,4,62,"india"
"744",744,744,"Muqabla (From ""Street Dancer 3D"")","Yash Narvekar","desi pop","1969-12-31",120,91,80,-3,39,54,176,2,9,61,"india"
"745",745,745,"Ve Maahi","Arijit Singh","desi pop","1969-12-31",103,55,65,-7,22,29,224,41,3,61,"india"
"746",746,746,"O Saki Saki (From ""Batla House"")","Neha Kakkar","desi pop","1969-12-31",108,96,74,0,36,57,191,16,7,60,"india"
"747",747,747,"Tera Ban Jaunga (From ""Kabir Singh"")","Akhil Sachdeva","desi pop","1969-12-31",94,53,61,-6,13,40,236,82,2,59,"india"
"748",748,748,"Mummy Nu Pasand (From ""Jai Mummy Di"")","Sunanda Sharma","desi pop","1969-12-31",94,97,78,0,35,80,185,1,11,57,"india"
"749",749,749,"Hauli Hauli (From ""De De Pyaar De"")","Garry Sandhu","bhangra","1969-12-31",95,98,71,-3,34,57,209,2,8,56,"india"
"750",750,750,"Lamborghini (From ""Jai Mummy Di"")","Meet Bros.","desi pop","1969-12-31",NA,NA,NA,NA,NA,NA,247,NA,NA,48,"india"
"751",751,751,"Dance Monkey","Tones and I","australian pop","1969-12-31",98,59,82,-6,15,51,209,69,9,100,"indonesia"
"752",752,752,"Memories","Maroon 5","pop","1969-12-31",91,32,76,-7,8,57,189,84,5,99,"indonesia"
"753",753,753,"ROXANNE","Arizona Zervas","pop rap","1969-12-31",117,60,62,-6,46,46,164,5,15,99,"indonesia"
"754",754,754,"Lose You To Love Me","Selena Gomez","dance pop","1969-12-31",102,34,51,-9,21,9,206,58,4,97,"indonesia"
"755",755,755,"Falling","Trevor Daniel","alternative r&b","1969-12-31",127,43,78,-9,9,24,159,12,4,97,"indonesia"
"756",756,756,"Someone You Loved","Lewis Capaldi","pop","1969-12-31",110,41,50,-6,11,45,182,75,3,96,"indonesia"
"757",757,757,"Lucid Dreams","Juice WRLD","chicago rap","1969-12-31",84,57,51,-7,34,22,240,35,20,94,"indonesia"
"758",758,758,"10,000 Hours (with Justin Bieber)","Dan + Shay","contemporary country","1969-12-31",90,63,65,-5,11,43,168,15,3,93,"indonesia"
"759",759,759,"It's You","Ali Gatie","canadian hip hop","1969-12-31",96,46,73,-7,19,40,213,37,3,90,"indonesia"
"760",760,760,"Se�orita","Shawn Mendes","canadian pop","1969-12-31",117,55,76,-6,8,75,191,4,3,89,"indonesia"
"761",761,761,"Mean It","Lauv","pop","1969-12-31",96,45,75,-9,17,34,233,4,9,89,"indonesia"
"762",762,762,"Boy With Luv (feat. Halsey)","BTS","k-pop","1969-12-31",120,86,65,-5,19,80,230,9,10,87,"indonesia"
"763",763,763,"comethru","Jeremy Zucker","pop","1969-12-31",94,18,80,-12,62,61,182,61,6,86,"indonesia"
"764",764,764,"Beautiful People (feat. Khalid)","Ed Sheeran","pop","1969-12-31",93,65,64,-8,8,55,198,12,19,86,"indonesia"
"765",765,765,"I Don't Care (with Justin Bieber)","Ed Sheeran","pop","1969-12-31",102,68,80,-5,9,84,220,9,4,85,"indonesia"
"766",766,766,"On My Way","Alan Walker","electro house","1969-12-31",170,69,51,-5,30,30,194,2,10,84,"indonesia"
"767",767,767,"Can We Kiss Forever?","Kina","pop","1969-12-31",110,13,52,-19,9,12,188,89,4,84,"indonesia"
"768",768,768,"So Am I","Ava Max","dance pop","1969-12-31",130,66,68,-5,35,61,183,7,4,84,"indonesia"
"769",769,769,"Takeaway","The Chainsmokers","electropop","1969-12-31",100,51,53,-8,10,35,210,13,3,83,"indonesia"
"770",770,770,"Location Unknown <U+25D0> - Brooklyn Session","HONNE","uk pop","1969-12-31",92,29,51,-7,8,40,328,94,4,80,"indonesia"
"771",771,771,"Halu","Feby Putri",NA,"1969-12-31",116,25,34,-15,11,10,266,87,4,79,"indonesia"
"772",772,772,"I Love You 3000","Stephanie Poetri","indonesian pop","1969-12-31",90,38,65,-8,39,41,210,91,4,79,"indonesia"
"773",773,773,"Way Back Home (feat. Conor Maynard) - Sam Feldt Edit","SHAUN","k-pop","1969-12-31",106,75,74,-5,22,45,192,27,3,79,"indonesia"
"774",774,774,"Tolong","Budi Doremi","indonesian pop","1969-12-31",136,20,44,-12,10,24,250,89,4,78,"indonesia"
"775",775,775,"lowkey","NIKI","indie r&b","1969-12-31",118,49,75,-8,9,23,171,43,6,78,"indonesia"
"776",776,776,"Lebih Dari Egoku","Mawar De Jongh","indonesian pop","1969-12-31",80,39,67,-8,10,33,249,74,3,77,"indonesia"
"777",777,777,"100 Degrees","Rich Brian","indonesian hip hop","1969-12-31",81,65,76,-5,52,66,166,12,7,77,"indonesia"
"778",778,778,"Waktu Yang Salah","Fiersa Besari","indonesian indie","1969-12-31",130,28,67,-11,10,30,326,79,3,76,"indonesia"
"779",779,779,"Celengan Rindu","Fiersa Besari","indonesian indie","1969-12-31",117,54,64,-8,14,66,224,11,4,76,"indonesia"
"780",780,780,"Tanpa Tergesa","Juicy Luicy","indonesian pop","1969-12-31",96,29,70,-7,11,45,218,31,3,76,"indonesia"
"781",781,781,"Psycho","Red Velvet","k-pop","1969-12-31",140,67,66,-2,9,41,211,19,4,75,"indonesia"
"782",782,782,"Selamat (Selamat Tinggal)","Virgoun","indonesian pop","1969-12-31",80,58,36,-9,12,37,314,52,3,75,"indonesia"
"783",783,783,"Adu Rayu","Yovie Widianto","indonesian pop","1969-12-31",100,37,56,-12,11,22,208,60,5,75,"indonesia"
"784",784,784,"Pilu Membiru","Kunto Aji","indonesian indie","1969-12-31",82,27,36,-11,12,5,252,89,3,75,"indonesia"
"785",785,785,"One Only","Pamungkas","indonesian indie","1969-12-31",145,52,25,-6,9,11,255,22,3,74,"indonesia"
"786",786,786,"Kumau Dia","Andmesh","indonesian pop","1969-12-31",158,51,47,-9,32,60,256,16,3,73,"indonesia"
"787",787,787,"Pelukku Untuk Pelikmu - OST Imperfect: Karier, Cinta, & Timbangan","Fiersa Besari","indonesian indie","1969-12-31",125,83,53,-5,20,25,250,13,4,72,"indonesia"
"788",788,788,"April","Fiersa Besari","indonesian indie","1969-12-31",80,47,36,-8,19,57,264,59,3,72,"indonesia"
"789",789,789,"Dan...","Sheila On 7","indonesian pop","1969-12-31",125,54,66,-12,11,54,289,16,3,72,"indonesia"
"790",790,790,"I Love You but I'm Letting Go","Pamungkas","indonesian indie","1969-12-31",80,32,39,-9,11,13,220,97,3,71,"indonesia"
"791",791,791,"Kartonyono Medot Janji","Denny Caknan",NA,"1969-12-31",130,78,73,-6,21,75,262,31,3,71,"indonesia"
"792",792,792,"Percaya Aku","Chintya Gabriella",NA,"1969-12-31",140,49,54,-8,20,30,232,74,3,71,"indonesia"
"793",793,793,"Kenangan Manis","Pamungkas","indonesian indie","1969-12-31",140,68,60,-7,9,72,208,5,3,69,"indonesia"
"794",794,794,"Bicara (feat. Monita Tahalea)","TheOvertunes","indonesian pop","1969-12-31",77,37,57,-9,8,37,236,56,3,68,"indonesia"
"795",795,795,"Cinta Luar Biasa","Andmesh","indonesian pop","1969-12-31",136,23,58,-12,10,32,256,81,3,66,"indonesia"
"796",796,796,"Nyaman","Andmesh","indonesian pop","1969-12-31",83,31,54,-11,15,46,227,82,3,65,"indonesia"
"797",797,797,"Hanya Rindu","Andmesh","indonesian pop","1969-12-31",179,16,28,-12,11,20,252,89,3,65,"indonesia"
"798",798,798,"Secukupnya","Hindia","indonesian indie","1969-12-31",102,80,73,-5,35,93,205,19,3,65,"indonesia"
"799",799,799,"Speechless (Full)","Naomi Scott","hollywood","1969-12-31",125,49,47,-8,12,23,209,47,3,65,"indonesia"
"800",800,800,"Tak Ingin Pisah Lagi","Marion Jola","indonesian pop","1969-12-31",95,40,66,-6,14,34,266,58,3,64,"indonesia"
"801",801,801,"Dance Monkey","Tones and I","australian pop","1969-12-31",98,59,82,-6,15,51,209,69,9,100,"israel"
"802",802,802,"ROXANNE","Arizona Zervas","pop rap","1969-12-31",117,60,62,-6,46,46,164,5,15,99,"israel"
"803",803,803,"Memories","Maroon 5","pop","1969-12-31",91,32,76,-7,8,57,189,84,5,99,"israel"
"804",804,804,"Circles","Post Malone","dfw rap","1969-12-31",120,76,70,-3,9,55,215,19,4,99,"israel"
"805",805,805,"everything i wanted","Billie Eilish","electropop","1969-12-31",120,23,70,-14,11,24,245,90,10,98,"israel"
"806",806,806,"Falling","Trevor Daniel","alternative r&b","1969-12-31",127,43,78,-9,9,24,159,12,4,97,"israel"
"807",807,807,"Don't Start Now","Dua Lipa","dance pop","1969-12-31",124,79,79,-5,10,68,183,1,8,97,"israel"
"808",808,808,"bad guy","Billie Eilish","electropop","1969-12-31",135,43,70,-11,10,56,194,33,38,96,"israel"
"809",809,809,"Someone You Loved","Lewis Capaldi","pop","1969-12-31",110,41,50,-6,11,45,182,75,3,96,"israel"
"810",810,810,"HIGHEST IN THE ROOM","Travis Scott","rap","1969-12-31",76,43,60,-9,21,6,176,5,3,96,"israel"
"811",811,811,"Blinding Lights","The Weeknd","canadian contemporary r&b","1969-12-31",171,80,51,-4,9,35,202,0,6,96,"israel"
"812",812,812,"Lucid Dreams","Juice WRLD","chicago rap","1969-12-31",84,57,51,-7,34,22,240,35,20,94,"israel"
"813",813,813,"Lalala","Y2K","pop rap","1969-12-31",130,39,84,-8,14,50,161,18,8,93,"israel"
"814",814,814,"7 rings","Ariana Grande","dance pop","1969-12-31",140,32,78,-11,9,33,179,59,33,92,"israel"
"815",815,815,"My Oh My (feat. DaBaby)","Camila Cabello","dance pop","1969-12-31",105,49,72,-6,9,38,171,2,3,91,"israel"
"816",816,816,"Se�orita","Shawn Mendes","canadian pop","1969-12-31",117,55,76,-6,8,75,191,4,3,89,"israel"
"817",817,817,"Beautiful People (feat. Khalid)","Ed Sheeran","pop","1969-12-31",93,65,64,-8,8,55,198,12,19,86,"israel"
"818",818,818,"I Don't Care (with Justin Bieber)","Ed Sheeran","pop","1969-12-31",102,68,80,-5,9,84,220,9,4,85,"israel"
"819",819,819,"Nevermind","Dennis Lloyd","israeli pop","1969-12-31",100,69,60,-8,41,8,157,16,20,81,"israel"
"820",820,820,"Never Go Back","Dennis Lloyd","israeli pop","1969-12-31",79,65,42,-5,11,73,175,1,40,76,"israel"
"821",821,821,"Unfaithful","Dennis Lloyd","israeli pop","1969-12-31",76,57,64,-5,25,42,141,1,5,69,"israel"
"822",822,850,"Ve'Eem Tavo'ee Elay (And If You Will Come To Me)","Idan Raichel","classic israeli pop","1969-12-31",112,88,73,-5,10,23,213,50,3,43,"israel"
"823",823,851,"Dance Monkey","Tones and I","australian pop","1969-12-31",98,59,82,-6,15,51,209,69,9,100,"italy"
"824",824,852,"Memories","Maroon 5","pop","1969-12-31",91,32,76,-7,8,57,189,84,5,99,"italy"
"825",825,853,"ROXANNE","Arizona Zervas","pop rap","1969-12-31",117,60,62,-6,46,46,164,5,15,99,"italy"
"826",826,854,"All I Want for Christmas Is You","Mariah Carey","dance pop","1969-12-31",150,63,34,-7,7,35,241,16,4,98,"italy"
"827",827,855,"RITMO (Bad Boys For Life)","The Black Eyed Peas","dance pop","1969-12-31",105,72,72,-7,24,67,222,3,7,97,"italy"
"828",828,856,"Falling","Trevor Daniel","alternative r&b","1969-12-31",127,43,78,-9,9,24,159,12,4,97,"italy"
"829",829,857,"Santa Tell Me","Ariana Grande","dance pop","1969-12-31",192,62,53,-7,29,59,204,5,12,95,"italy"
"830",830,858,"Rockin' Around The Christmas Tree","Brenda Lee","adult standards","1969-12-31",67,47,59,-9,51,90,126,61,5,93,"italy"
"831",831,859,"Happy Xmas (War Is Over) - Remastered","John Lennon","album rock","1969-12-31",147,61,33,-11,77,40,214,32,3,92,"italy"
"832",832,860,"Jingle Bell Rock","Bobby Helms","adult standards","1969-12-31",120,42,75,-8,7,81,131,64,4,92,"italy"
"833",833,861,"Mistletoe","Justin Bieber","canadian pop","1969-12-31",162,56,66,-9,8,85,183,50,5,92,"italy"
"834",834,862,"It's the Most Wonderful Time of the Year","Andy Williams","adult standards","1969-12-31",202,60,24,-8,12,78,152,77,4,92,"italy"
"835",835,863,"Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)","Frank Sinatra","adult standards","1969-12-31",142,26,65,-13,36,84,155,90,6,91,"italy"
"836",836,864,"Wonderful Christmastime - Edited Version / Remastered 2011","Paul McCartney","album rock","1969-12-31",95,51,77,-9,7,77,228,32,3,91,"italy"
"837",837,865,"Ayy Macarena","Tyga","pop rap","1969-12-31",96,63,82,-6,7,72,132,13,23,90,"italy"
"838",838,866,"Underneath the Tree","Kelly Clarkson","dance pop","1969-12-31",160,81,51,-5,21,69,230,0,5,88,"italy"
"839",839,867,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975","Bruce Springsteen","heartland rock","1969-12-31",140,67,36,-8,73,41,268,36,5,86,"italy"
"840",840,868,"Last Christmas","Wham!","new wave pop","1969-12-31",108,48,74,-12,36,95,263,19,3,85,"italy"
"841",841,869,"Feliz Navidad","Jos� Feliciano","latin pop","1969-12-31",149,86,49,-7,35,96,182,53,4,85,"italy"
"842",842,870,"You Make It Feel Like Christmas (feat. Blake Shelton)","Gwen Stefani","dance pop","1969-12-31",93,87,64,-4,12,91,157,2,4,85,"italy"
